actor,cast_ranking,character,episode_name
"Mariska Hargitay,Danny Pino,Kelli Giddish,Richard Belzer,Ice-T,Dann Florek,Lauren Cohan,Robert T. Bogue,Elizabeth Marvel,Ned Eisenberg,Jayne Houdyshell,Jenna Stern,Reathel Bean,Raúl Esparza,David Marciano,Eliud Kauffman,Hunter Emery,Mark Gessner,Ramesh Ganeshram,Kent Cassella,Assibey Blake,Lawrence Roman,Coco Marie Schneider,Roger Brenner,Jermain Hollman",,"Olivia Benson,Nick Amaro,Amanda Rollins,John Munch,Odafin Tutuola,Donald Cragen,Avery Jordan,Jason Hollis,Rita Calhoun,Roger Kressler,Judge Ruth Linden,Judge Elana Barth,Fritz Showalter,Rafael Barba,Rick Purcell,Ken Bunuel,Andy Copeland,Mikey,Man in Scrubs,Jury Foreman,Gallery,Retired Basketball Player,Juror,Court Clerk,Baseball Player",Legitimate Rape
"Mariska Hargitay,Danny Pino,Kelli Giddish,Richard Belzer,Ice-T,Dann Florek,Hope Davis,Alex Manette,Ethan Cutkosky,Larisa Polonsky,Andrea Navedo,Jessica Phillips,Adam Dannheisser,BD Wong,Brooke Liddell,Kiley Liddell,Emily Dorsch,Jessica Zinder,Sarah Megan Thomas,Kyle Sutton,Jaden Matthew Rodriguez,Andrea Gallo,Caleb McLaughlin,Jerome McIntosh,Darlene B. Young,Alexander Jameson",,"Olivia Benson,Nick Amaro,Amanda Rollins,John Munch,Odafin Tutuola,Donald Cragen,Viola Mesner,Tom Mesner,Henry Mesner,Irina Janovic,Cynthia Mancheno,A.D.A. Pippa Cox,Adam Burke,Dr. George Huang,Ruby Mesner,Ruby Mesner,Hannah Schwartz,Alanis Grey,Leah Thomas,Toby Burke,Gil Mancheno,Nurse,Boy,Firefighter,Mrs. Robinson,Boy in Hall",Born Psychopath
"Mariska Hargitay,Danny Pino,Kelli Giddish,Richard Belzer,Ice-T,Dann Florek,Skyler Day,Colby Minifie,Robert Clohessy,Carrie Coon,Maryann Plunkett,Christina Haag,Lenny Platt,Alice Ellis,Ryan McGinnis,Linda Emond,Raúl Esparza,Laurine Towler,Julia Udine,Jake Boyd,Ben Hollandsworth,Hayley Griffith,Sierra Grace Hogan,Nathalie Tolentino,Stefano Villabona",,"Olivia Benson,Nick Amaro,Amanda Rollins,John Munch,Odafin Tutuola,Donald Cragen,Renee Clark,Lindsay Bennett,Leo Barth,Talia Blaine,Eileen Bennett,Dean Meyerson,Travis Holmes,Alyson,Joe Dawson,Dr. Emily Sopher,Rafael Barba,Counselor Melissa Braxton,Erica,Wesley Grimes,Carter Pressman,Hannah,Sorority Girl,Jury Member,College Class Room Student",Girl Dishonored
"Mariska Hargitay,Danny Pino,Kelli Giddish,Richard Belzer,Ice-T,Dann Florek,Eion Bailey,Lola Kirke,Alexandra Socha,Andrew Halliday,Patrick Murney,Kam Dabrowski,Jolly Abraham,Robin Lord Taylor,Raúl Esparza,Jeffrey Tambor,Socorro Santiago,Jeff O'Donnell,Parker Pogue,Alex Dunbar,David H. Holmes,Adam Ratcliffe,Rob Bryn,Martin Cartegena,Jose Aybar,Hunter Simpson,Susan Hoyt,Marek Radin,Kenneth Carrella,Alex Pepper,Christian Paul Sherwood,Nate Steinwachs,Yeuris Taveras,Stefano Villabona",,"Olivia Benson,Nick Amaro,Amanda Rollins,John Munch,Odafin Tutuola,Donald Cragen,Frank Patterson,Gabby Shaw,Brit Yardley,Mr. Shaw,Ralph Priatti,Louis Priatti,Dr. Patel,Dylan Fuller,Rafael Barba,Ben Cohen,Judge Ortiz,Jake Swenders,Alec Peters,Tony Diaz,Keith Loretti,CO Dalton,Wild Yak #1,Wild Yak #2,Wild Yak #3,Wild Yak #4,Brit's Mom,Rape Witness,Courtroom Observer #1,Punk,Indie Rocker,US Army Soldier,Rape Witness,Punk Rocker Concert Goer",Traumatic Wound
"Mariska Hargitay,Danny Pino,Kelli Giddish,Richard Belzer,Ice-T,Dann Florek,Yul Vazquez,Jessica Camacho,Cathy Moriarty,Jennifer Lim,2 Chainz,La La Anthony,Emilio Rivera,Fredric Lehne,Kathryn Erbe,Karl Kenzler,Noelle P. Wilson,Coy DeLuca,Harry Chambarry,Colin Crest,Cynthia Basinet,Marsha Chun-Matsubara,Coleman Lannum,DeLance Minefee",,"Olivia Benson,Nick Amaro,Amanda Rollins,John Munch,Odafin Tutuola,Donald Cragen,Luis Montero,Gloria Montero,Lt. Toni Howard,Mrs. Chang,Calvin Jones,Anna Tejada,Benito Escobar,Warden Jones,Alexandra Eames,Sam Hamill,Giselle Hamill,Earl Talley,Doctor,Tom Hamill,Chrissy /             Bartender,Thai Masseuse,Detective,Reporter 1",Poisoned Motive
"Mariska Hargitay,Danny Pino,Kelli Giddish,Richard Belzer,Ice-T,Dann Florek,Richard Thomas,Kerry Butler,Russell Saylor,Nick Mills,Max Baker,Bridget Barkan,Seamus Davey-Fitzpatrick,Tamara Tunie,Rhys Coiro,Danielle Lieberman,Christopher Sears,Waymon Arnette,Ranjit Chowdhry,Julian Rozzell Jr.,Tracy Westmoreland,Jesse Coleman,Vin Scialla,Brenna Gwyn Snowe,Roger Brenner,Ronke",,"Olivia Benson,Nick Amaro,Amanda Rollins,John Munch,Odafin Tutuola,Donald Cragen,Nat Randolph,Ariel Randolph,Charley Landry,Phil Desapio,Colin Bennett,Lisa Everly,Wayne Randolph,Dr. Melinda Warner,Santiago Morales,Maureen Walsh,Todd Harper,Jaspar Barron,Hotel Manager,Jerry,Slick,Grant Randolph,Musician /             DJ,World Music Chick,NYPD /             Detective,World Music Chic",Brief Interlude
"Mariska Hargitay,Danny Pino,Kelli Giddish,Richard Belzer,Ice-T,Dann Florek,Pablo Schreiber,Andrea Navedo,Michael Mastro,Ami Brabson,Robin de Jesus,Dean Winters,Tamara Tunie,Judith Ivey,Raúl Esparza,Lauren Ambrose,Lucy Martin,Tyler Bunch,Logan Rose Nelms,Katja Gerz,Stephen C. Bradbury,Alison Fernandez,Jaden Matthew Rodriguez,Harry Chambarry,Angel Rosa,Roland Webb III,Anna Kuchma",,"Olivia Benson,Nick Amaro,Amanda Rollins,John Munch,Odafin Tutuola,Donald Cragen,William Lewis,Cynthia Mancheno,Judge Serani,Judge Karyn Blake,Jose Silva,Brian Cassidy,Dr. Melinda Warner,Alice Parker,Rafael Barba,Vanessa Mayer,Bitsy Rabler,Bert Swanson,Astrid,Tilde,Judge Colin McNamara,Zara Amaro,Gil Mancheno,Doctor,Uni,Rasta,Hooker",Her Negotiation
"Mariska Hargitay,Danny Pino,Kelli Giddish,Richard Belzer,Ice-T,Raúl Esparza,Dann Florek,Pablo Schreiber,Dean Winters,Susan Pellegrino,Sue-Anne Morrow,Robin de Jesus,Kecia Lewis,Bill Irwin,Lauren Ambrose,Barbara Jimenez,Zach Appelman,Brian Keane,Ned Luke,Corey Patrick,Stowe Brown,Jenna Rampage Rodriguez,Julia Levy,Roger Brenner,Judith Ivey",,"Olivia Benson,Nick Amaro,Amanda Rollins,John Munch,Odafin Tutuola,Rafael Barba,Donald Cragen,William Lewis,Brian Cassidy,Mrs. Mayer,Detective,Jose Silva,Judge,Dr. Peter Lindstrom,Vanessa Mayer,Viva Nunez,Officer Jimmy Hamilton,Clerk,Mr. Thurber,EMT,Janey Thurber,Luisa Nunez,Krav Maga Student,FDNY /             EMT,Eleanor Parker",Surrender Benson
"Mariska Hargitay,Danny Pino,Kelli Giddish,Richard Belzer,Ice-T,Raúl Esparza,Dann Florek,Pablo Schreiber,Dean Winters,Michael Massee,Angela Christian,Agatha Nowicki,Xander Franco,Dashiell Eaves,Bill Irwin,Henny Russell,Donald Sage Mackay,Sanja Danilovic,Omar Scroggins,Rick Lyon,Angela Lewis,T.J. Mannix,Sidné Anderson,Sydney James Harcourt,Kelly Briter,Oscar Lizarzaburu,Chelsea Meyer,Tara Rose Schreiber",,"Olivia Benson,Nick Amaro,Amanda Rollins,John Munch,Odafin Tutuola,Rafael Barba,Donald Cragen,William Lewis,Brian Cassidy,Michael 'Pa' Williams,April 'Ma' Hendricks,Kayla 'Sissy' Greyland,Buddy Greyland,Sgt. Kevin Donlan,Dr. Peter Lindstrom,Faith Greyland,Scott Greyland,Dagmara Williams,George Brown,MO-MO,Rhonda Davis AKA Auntie,Tony Minetti,Colleen Bedford,State Trooper,Brooke Robertson,Times Square Pedestrian,Times Square Pedestrian,Kayla's Sister",Imprisoned Lives
"Mariska Hargitay,Danny Pino,Kelli Giddish,Richard Belzer,Ice-T,Raúl Esparza,Dann Florek,Cybill Shepherd,Jeffrey Tambor,Kevin Carroll,Leslie Odom Jr.,Pablo Schreiber,Cindy Katz,Allison Mackie,Tamara Tunie,Sonja Sohn,Bill Irwin,Alice Barrett,Francis Jue,Joshua Boone,Albert M. Chan,Gregory Konow,Patrick Byas,Joshua Rivera,De'on Ragin,Kal Parekh,Moise Morancy,Andrew Rein,Sope Aluko,Bill Kocis,Rhonda Ayers,Kimby Jagnandan,Danielle Kronenberg,Cat Lynch,Paul A Nielsen,Rich Petrillo,Isaiah Seward,George Signoriello,John Stepanian,Louis Troche,Kelli Wilcoxen",,"Olivia Benson,Nick Amaro,Amanda Rollins,John Munch,Odafin Tutuola,Rafael Barba,Donald Cragen,Jolene Castille,Ben Cohen,Cory Carter,Reverend Curtis Scott,William Lewis,Chloe,Bethenny,Dr. Melinda Warner,Lisa Carter,Dr. Peter Lindstrom,Aubrey Trisler,Judge Steven Ong,Willie,Lloyd Chang,Craig,Shawn,Darryl,Tyrone,Doctor,Mehcad Carter,Reporter #1,Reporter #2,Reporter #3,Jury Foreperson,Court Room Attendee,Front Line Protester,Sorority Pledge,Press,Court Officer,Clerical Staff,Detective /             Hospital Visitor,Chez Jolene Customer,Protestor,Restaurant Patron",American Tragedy
"Mariska Hargitay,Danny Pino,Kelli Giddish,Richard Belzer,Ice-T,Raúl Esparza,Dann Florek,Dean Winters,David Conrad,Robert John Burke,Marc Menchaca,Lance Roberts,Megan West,Nadia Dajani,Bill Irwin,Matt Wood,Osh Ghanimah,Danielle Dallacco,Jack Ferry,Danny Schoch,Trace Lysette,Meghan Mazurczyk,Chris Victor",,"Olivia Benson,Nick Amaro,Amanda Rollins,John Munch,Odafin Tutuola,Rafael Barba,Donald Cragen,Brian Cassidy,Officer West,Ed Tucker,Officer Michael Groves,Lt. Terrance Wood,Tanya Jenkins,Officer Ryan Quinn,Dr. Peter Lindstrom,Officer Kenneth Parker,Cabbie,Gretchen Lyons,Suit #1,ESU Cop #1,Lila,SVU Escort,Police Officer",Internal Affairs
"Mariska Hargitay,Danny Pino,Kelli Giddish,Richard Belzer,Ice-T,Raúl Esparza,Dann Florek,Sofia Vassilieva,Finn Wittrock,Amelia Rose Blaire,Todd Almond,Aisha De Haas,Jacqueline Hendy,Michael Mastro,Dean Winters,Clark Johnson,Carol Kane,Ellen McElduff,David Steinberg,Kaneza Schaal,Matthew DeCapua,Lesley Shires,Ilona Elizabeth McCrea,Dee Dee Vega,Eric Carlson,Matt Dallow,Cedric Sanders,Derek Simmons",,"Olivia Benson,Nick Amaro,Amanda Rollins,John Munch,Odafin Tutuola,Rafael Barba,Donald Cragen,Sarah Walsh,Cameron Tyler,Nicole Price,Andre,Mrs. Wedmore,Attorney Crane,Judge Serani,Brian Cassidy,Meldrick Lewis,Gwen Munch,Billie Lou Hatfield,Party Guest,Ilana,Matthew,Celine,Lia Kratsova,Singer,Claude Bailey,Accordionist at Party,Michael Wedmore,Suspect",Wonderland Story
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Raúl Esparza,Dann Florek,Vincent Laresca,Kirk Acevedo,Annaleigh Ashford,Leslie Odom Jr.,Jason Cerbone,Kecia Lewis,Josh Pais,Karen Olivo,Lester Holt,Liz Fye,James Riordan,Joel Brady,Erica Camarano,Edward Furs,Grace Van Patten,Ronald Kuby,Errol Louis,Teresa Woods,Julio C. Peña,Nancy Ellen Shore,Destiny Monet Cruz,Julie E. Davis,Kendall Dorman,Scott Eliasoph,George R. Golden,Cherry-Ann Parris,Rich Petrillo,John Stepanian",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Rafael Barba,Donald Cragen,State Senator Alejandro 'Alex' Muñoz,Eduardo 'Eddie' Garcia,Lindsay Anderson,Reverend Curtis Scott,Lorenzo Desappio,Judge,Hank Abraham,Yelina Muñoz,Channel 8 News Anchor,Anna Pretard,Brett Landau,Officer Nolan,Female Uni,Vlad,Jodie Lanier,Himself,Reporter #1,Reporter #2,Aide #1,Lawyer /             Gala Attendee,Munoz's Daughter,Mrs. Slater,Gala Attendee,Court Room Gallery,Rabbi,Gala Attendee,News Crew Cameraman,Detective",October Surprise
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Raúl Esparza,Dann Florek,Billy Porter,Kelly Deadmon,Jennifer Roszell,Kara Hayward,Hana Hayes,Jessica Phillips,David Pittu,Carly Rose Sonenclar,Ben Livingston,Kevin Collins,Bill Irwin,Ashanti,Clay Aiken,Taylor Hicks,Alex Bento,Jake Katzman,Alison Fernandez,Sonia Manzano,Dawn Yanek,Kimberly Stern,Charlie Romanelli,Madeline Hoarle,Isabel Harper Leight,Mason Schneiderman,Anita Soto",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Rafael Barba,Donald Cragen,Jackie Walker,Mrs. Allen,Allison Burns,Rachel Burns,Brooke Allen,A.D.A. Pippa Cox,Linus Tate,Grace Belsey,Dan Kenner,Steven Allen,Dr. Peter Lindstrom,Ashanti,Clay Aiken,Taylor Hicks,Cooper Burns,Jonah Allen,Zara Amaro,Judge Gloria Pepitone,TV Reporter,Grace's Mom,Grace's Dad,Emma,Charlotte,William,Young Mother",Dissonant Voices
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Raúl Esparza,Dann Florek,Shiri Appleby,John Getz,Delaney Williams,Will Janowitz,Aaron Dean Eisenberg,Laura Benanti,Aida Turturro,Jolly Abraham,Terry Serpico,Kate Levy,Phillip James Brannon,Johnny M. Wu,Joanne Baron,Kyle Nunn,Danielle Ferland,Aldo Uribe,Hector Lincoln,Alison Fernandez,Keola Simpson,C.E. Smith,Lauren Noble,Michael Crowe,Jessica J. Stowes,Renee Fishman,Oleg Ossayenko",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Rafael Barba,Donald Cragen,Officer Amelia Albers,Admiral Vincent Albers,John Buchanan,Officer Scott Graver,Officer Matthew Wooten,Maria Grazie,Judge Felicia Catano,Dr. Patel,Lieutenant Commander William Taverts,Cynthia Albers,Petty Officer Zeke Lipitt,Officer Mills,Counselor Diane Schwartz,Coast Guard Officer,Tori,Ozzie,Jesus,Zara Amaro,Male I.O.,Jury Foreman,Carmen,Waiter,Coast Guard Crew,Hospital Staff Nurse,US Coast Guard",Military Justice
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Raúl Esparza,Dann Florek,Amy Seimetz,Nia Vardalos,Mel Harris,Geoffrey Cantor,Jennifer Restivo,Jenna Stern,Tamara Tunie,Dean Winters,Thomas Sadoski,Tony White,Natasha Murray,Mimi Ferraro,E.J. An,William Rattazzi,Jerry DiLeo,Richard Bird,David Hill,Rich Petrillo",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Rafael Barba,Donald Cragen,Lena Olson,Minonna Efron,Eileen Switzer,Gene Fierstein,Melissa Blume,Judge Elana Barth,Dr. Melinda Warner,Brian Cassidy,Nate Davis,Luther Henderson,Rape Nurse,Brunette,Jury Forewoman,Dealer,Police Officer,Looky Lou,Detective,Warehouse Worker",Rapist Anonymous
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Raúl Esparza,Dann Florek,Pablo Schreiber,Renée Elise Goldsberry,John Rothman,Jolly Abraham,Dean Winters,Bill Irwin,Barbara Jimenez,Sarah Street,Sarah Storm,Zach Appelman,Jenna Rampage Rodriguez,Jerry DiLeo,Frank Holley,Steven Zirnkilton",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Rafael Barba,Donald Cragen,William Lewis,Martha Marron,Judge Edward Kofax,Dr. Patel,Brian Cassidy,Dr. Peter Lindstrom,Viva Nunez,Dr. Janice Cole,Bronwyn Freed,Officer Jimmy Hamilton,Luisa Nunez,Police Officer,Court Officer,Opening Announcer",Psycho/Therapist
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Raúl Esparza,Dann Florek,Dean Winters,Greg Germann,Elizabeth Marvel,Robert John Burke,Mel Harris,Gbenga Akinnagbe,Leslie Odom Jr.,Vicky Jeudy,Mary B. McCann,Cathy Moriarty,Luc Owono,Nancy Ticotin,Tina Fabrique,Stephen C. Bradbury,Hubert Point-Du Jour,Linda Thompson Williams,Laura Chaneski,Joselin Reyes,Lorry Francois,Aubrey Joseph,Alison Fernandez,Frank Alfano,Jared Kemp,Jeremiah Craft,Phil E. Eichinger,Rob Casasanta,Shirville Jarvis",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Rafael Barba,Donald Cragen,Brian Cassidy,A.D.A. Derek Strauss,Rita Calhoun,Ed Tucker,Eileen Switzer,Father Biobaku,Reverend Curtis Scott,Officer McKenna,Didi Denzler,Captain Toni Howard,Mr. Barré,Cesaria Amaro,Grand Juror #1,Judge Colin McNamara,Berko Barré,Nateesha,Nurse,EMT #1,Mrs. Barré,Yusuf Barré,Zara Amaro,Officer Mike Dragin,Teen #1,Teen #2,Reporter #1,Police Officer,Housing Residence Dealer",Amaro's One-Eighty
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Raúl Esparza,Alana De La Garza,Dayton Callie,Stefanie Scott,Bill Sage,Mckean Rand,Geoffrey Wigdor,Chazz Palminteri,Andrea Bianchi,Scott Decker,Monica Wyche,Shwayze,Alli Caudle,Adam Heller,Sheila Tapia,Lorrie Odom,Matt Wood,Allyson Morgan,Johnny M. Wu,Jane Fergus,Eric Morace,Beau Berglund,Chris Mazza,Jerry DiLeo,James Farley,Heather Ashley Chase,Scott Eliasoph,David Hill,Wendy Clarice Jordan,Elisabeth Montanaro,Bettina Paley,Anthony Pasqua,Isaiah Seward,John Stepanian,Steven Zirnkilton",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Rafael Barba,Connie Rubirosa,Judge Daniel Dolan,Clare Wilson,Bobby Masconi,Jeff,Tommy,Perry Cannavaro,A.D.A. Gina Masconi,Detective Moore,Warden Gert Marmer,Elton Teague,Erin Fogarty,Arnie,Officer Merlo,Female Corrections Officer,Officer Kenneth Parker,Nurse Shelby Roberts,Officer Mills,Reporter,Sheriff's Officer,CO Alan Newman,Counselor Mitch Moynihan,Police Officer,Police Officer,Stage Performer,Wall Street Executive,EPA Agent,Stage Performer,Juvenile Detention Inmate,Beatrice,Police Officer,Club Patron,Detective,Announcer",Jersey Breakdown
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Raúl Esparza,Fiona Robert,Juan Castano,Armand Schultz,Cadden Jones,Alex Hernandez,Justin McCarthy,Dashiell Eaves,Teresa Yenque,Joshua Rivera,Olivia Ford,Johnny Rivera,Fernando Mateo Jr.,Edwin Lee Gibson,Lisa Zhang,Lucas Saiter,Brett G. Smith,Tim Hardiman,Jamillah Jones,Jamillah Jones,Carson Allsteadt,Richard Bird,Tim Claroni,Michael Wren Gucciardo,Justin Thomas,Steven Zirnkilton",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Rafael Barba,Avery Capshaw,Manny Montero,John Capshaw,Lydia Capshaw,Carlos 'O.G.' Hernandez,Officer,Sgt. Kevin Donlan,Rosa Montero,Wilfredo Diaz,Marisol Pavel,Rigo Heredio,Miguel 'Sandman' Castillo,Orton Freeman,Katelyn,Leo,ESU Officer Dooley,Inspector Hardiman,Officer Hernandez,Officer Hernandez,Art Student,Guest at Graduation,Graduating Officer,Lawrence Bensalmo,Library Student,Opening Announcer",Betrayal's Climax
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Raúl Esparza,Rosanna Arquette,John Benjamin Hickey,Jodie Markell,Jessica Phillips,Jayne Houdyshell,Pablo Schreiber,Constance Shulman,André De Shields,Giselle Eisenberg,Mark Boone Junior,Josh Pais,Bill Irwin,Mark Doherty,Mimi Quillin,John Sousa,Duncan Nicholson,Misha Seo,Shania Li,Nayab Hussain,Assibey Blake,Ralph Bracco,Ashley North,Andrew Paterini,Robert Shulman,Kobi Wright",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Rafael Barba,Alexa Pierson,Tom Moore,Lisa Moore,A.D.A. Pippa Cox,Judge Ruth Linden,William Lewis,Daycare Manager,Keys,Madison,Roger Pierson,Hank Abraham,Dr. Peter Lindstrom,Lt. Frank Ryan,Abby Stans,Lenny,Nicky Moore,Caitlin,Stella,Jhumpa,TSA Agent,Port of Authority Officer JFK,Airport Passenger,Uni,Airline Pilot,Hospitalized Child",Wednesday's Child
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Raúl Esparza,Jonathan Silverman,Elizabeth Marvel,Skyler Day,Laura Wiggins,Victoria Rowell,Sophia Bush,Dean Winters,Sal Governale,Justin Kruger,Patrick Thomas Cragin,Caroline Lindy,Em Grosland,Michelle Beadle,Brian Silliman,Jerry DiLeo,Ranardo Domeico Grays,Jake Hunter,Jamie Marie Hannigan,Keith Mackler,Mike Malvagno,Jay Palmieri Jr.,James Zeiss",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Rafael Barba,Josh Galloway,Rita Calhoun,Renee Clark,Carly Rydell,Judge Delilah Hawkins,Erin Lindsay,Brian Cassidy,Emcee,Chad Smith,Sean Brady,Audrey Truffaut,Tara,Reporter,Prank Reporter,Police Officer,Juror #9,Hotel Manager,TSU Student,Courtroom Observer,Josh Supporter /             TSU Student,Comedy Club Fan,Gallery Audience",Comic Perversion
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Raúl Esparza,Greg Finley,Winston Duke,Glenn Fleary,Michael Mastro,Tabitha Holbert,Jason Cerbone,Tony Campisi,Thomas Sadoski,Glenn Morshower,Luke Guldan,Tyrien Obahnjoko,Leigh-Ann Rose,Nicole Coulon,Jake Choi,Eric Kappenberg,Junior Mendez,Brennan Taylor,Preston Ellis,Heather Ashley Chase,Brennen Scott Cooper,Alexa Schmitz,Trey Goodman Carter,Scott Eliasoph,Hasaan Gilmer,Tony D. Head,Dom Kegel,Jessica Kent,Ronnie Kokas,Spencer Meador,Lindsey Marie Nelson,Joseph Anthony Sudol",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Rafael Barba,Eddie Thorpe,Cedric Jones,Larry Jones,Judge Serani,A.D.A. Rose Caliay,Lorenzo Desappio,Attorney,Nate Davis,Coach Bill Becker,Bucky Dinucci,Jerome Fields,Tanya,Zoe,Ty Lee,Anthony Parker,Freddy,Officer Tom Haley,Jack,Zooey,Cheerleader,Cheerleader,Football Player #13,Basketball Arena Timekeeper,Line-Up Man #3,Parker's Driver,Football Player #8,College Student /             Air Traveler,News Press,Waiter,Courtroom Client,Football Player #74",Gridiron Soldier
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Raúl Esparza,Donal Logue,Lothaire Bluteau,Federico Dordei,Fernanda Andrade,Stefanie Scott,Benny Nieves,Michael Potts,Karen Tsen Lee,Jacqueline Hendy,Caris Vujcec,Sherri Saum,John Mondin,Katherine Kine',Robert House",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Rafael Barba,Declan O'Rourke,Anton Nadari,Marcelo Guarana,Beatriz Amarante,Clare Wilson,Carlos Riva,Sergeant Cole Draper,DNA Tech Susan Chung,Attorney Crane,Detective Louise Campesi,Sondra Vaughn,Evidence Officer,Juror,Casino Security",Gambler's Fallacy
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Raúl Esparza,Alec Baldwin,Summer Bishil,Delaney Williams,Leslie Odom Jr.,Nick Mennell,Samrat Chakrabarti,Manish Dayal,Ami Brabson,Nils Lawton,Josh Pais,Tamara Tunie,Katie Couric,Jacqueline Antaramian,Samantha Tuffarelli,Salvatore Inzerillo,John Kinsella,Joseph Basile,Frank Holley,Faye Yvette McQueen,Michael Metta,Ashley North,Razor Rocco Rizzotti,Ahmir-Khalib Thompson",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Rafael Barba,Jimmy MacArthur,Heba Salim,John Buchanan,Reverend Curtis Scott,Elias Kemp Jr.,Mr. Salim,Farid Salim,Judge Karyn Blake,Mike Sullivan,Hank Abraham,Dr. Melinda Warner,Herself,Sakin Salim,Janelle Hahn,Lucius,Juror #3,Convinced Jury Member,Court Officer,Mike Sullivan's Criminal Defense Lawyer,Clerical Worker,Mom /             Passerby,NYPD Officer,Corpse",Criminal Stories
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Raúl Esparza,Meghann Fahy,Daniel Stewart Sherman,Jeremy Shamos,Jayne Houdyshell,Penny Balfour,Frank Deal,Socorro Santiago,David Pittu,Ella Anderson,Dean Winters,Bill Irwin,Kelly Briter,Thedra Porter,Lena Cigleris,McKenzie Frye,Ben Lipitz,Ian Mclaughlin,Roger Brenner,Scott Eliasoph,Steven Zirnkilton",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Rafael Barba,Jenny Aschler,Gary Aschler,Roger Pierce,Judge Ruth Linden,Tammy Dobbs,FBI Agent O'Connell,Judge Ortiz,Linus Tate,Maddie Aschler,Brian Cassidy,Dr. Peter Lindstrom,A.D.A. Bartell,Chantal Jackson,Kate Corbett,Jade,Bruce Corbett,ESU Officer,FDNY /             EMT,Lawyer,Opening Announcer",Downloaded Child
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Raúl Esparza,Pablo Schreiber,Renée Elise Goldsberry,Alex Hernandez,Lily Pilblad,Donal Logue,Curt Bouril,Nikki Cozart,Natalie Racoosin,Shiya Ribowsky,Sarah Storm,Mario D'Leon,Sarah Street,Oberon K.A. Adjepong,Matt Wood,Gregory Cioffi,Lashawn Garnes,Michael Vincent Iannuzzi,Spencer Sebastian,James Zeiss",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Rafael Barba,William Lewis,Martha Marron,Carlos 'O.G.' Hernandez,Amelia Cole,Lieutenant Declan Murphy,Detective Carlson,Detective Delano,Lauren Cole,Dr. Abraham,Bronwyn Freed,C.O. Jerez,Dr. Janice Cole,Nwankwo,Officer Kenneth Parker,Cameraman,Tram Rider,Correctional Officer,Orderly,CSU Tech",Beast's Obsession
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Raúl Esparza,Donal Logue,Elizabeth Marvel,Greg Germann,Robert John Burke,Michael Potts,Karen Tsen Lee,Lily Pilblad,Tamara Tunie,Bill Irwin,Curt Bouril,Nikki Cozart,Sarah Storm,Allyson Morgan,Edelen McWilliams,Brian McCarthy,Pablo Schreiber,Sandee Bengel,Michael Simon Hall,Richard Bird",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Rafael Barba,Lieutenant Declan Murphy,Rita Calhoun,A.D.A. Derek Strauss,Ed Tucker,Sergeant Cole Draper,DNA Tech Susan Chung,Amelia Cole,Dr. Melinda Warner,Dr. Peter Lindstrom,Det. Carlson,Det. Delano,Bronwyn Freed,Nurse Shelby Roberts,CSU Tech,Grand Juror,William Lewis,Grand Juror,Doctor,Doctor Bird",Post-Mortem Blues
